order_id,customer_id,product_id,category,price,quantity,order_date,country,payment_method,rating,returned,revenue
6898,2310,696,Books,39.69,1,2021-07-11,India,PayPal,4.0,0,39.69
6899,3728,336,Beauty,68.27,4,2023-10-22,Canada,UPI,4.0,0,273.08
6900,1012,721,Beauty,72.55,2,2022-12-20,Canada,Credit Card,,1,145.1
6901,2223,556,Beauty,212.87,4,2021-04-23,UK,COD,5.0,0,851.48
6902,2551,480,Electronics,30.02,2,2023-06-16,Australia,Credit Card,4.0,0,60.04
6903,3956,783,Electronics,56.7,1,2023-01-14,USA,UPI,4.0,0,56.7
6904,2134,788,Electronics,86.03,1,2021-08-16,Australia,Credit Card,4.0,0,86.03
6905,2520,275,Home,85.42,4,2022-04-20,Canada,PayPal,4.0,0,341.68
6906,4665,324,Electronics,77.72,2,2023-09-19,UK,COD,5.0,0,155.44
6907,1798,573,Books,172.07,3,2021-07-27,USA,Credit Card,,0,516.21
6908,1124,559,Electronics,68.72,4,2024-01-27,India,COD,4.0,0,274.88
6909,2114,391,Electronics,123.92,5,2023-02-07,USA,PayPal,3.0,0,619.6
6910,1034,558,Home,77.56,2,2024-07-10,USA,Credit Card,2.0,0,155.12
6911,2806,207,Books,92.2,5,2023-08-30,Germany,Credit Card,3.0,1,461.0
6912,1472,368,Beauty,46.58,4,2023-11-02,Canada,UPI,2.0,0,186.32
6913,2667,275,Home,110.45,5,2023-01-09,Germany,Credit Card,5.0,0,552.25
6914,1337,362,Home,140.26,3,2023-02-05,UK,Debit Card,,0,420.78
6915,3576,698,Sports,177.01,1,2023-10-06,India,PayPal,1.0,0,177.01
6916,2048,252,Books,140.91,4,2024-06-26,Australia,Credit Card,3.0,0,563.64
6917,4341,249,Home,63.69,1,2024-09-14,Canada,Credit Card,4.0,0,63.69
6918,3014,470,Beauty,285.2,3,2022-08-05,Australia,UPI,4.0,0,855.6
6919,3818,696,Clothing,26.08,3,2022-11-30,India,PayPal,2.0,1,78.24
6920,2600,753,Clothing,11.98,2,2022-10-22,USA,Credit Card,2.0,0,23.96
6921,3808,616,Home,124.96,5,2022-06-04,Germany,UPI,3.0,0,624.8
6922,4714,555,Home,67.61,4,2023-01-15,UK,COD,3.0,0,270.44
6923,3026,275,Clothing,88.72,3,2023-01-16,USA,COD,4.0,0,266.16
6924,4968,535,Home,20.55,3,2022-08-29,Germany,COD,2.0,0,61.65
6925,3987,485,Electronics,72.75,3,2022-05-31,Canada,COD,4.0,0,218.25
6926,4978,775,Sports,57.15,4,2022-12-15,Canada,Debit Card,2.0,0,228.6
6927,4246,275,Books,13.78,4,2024-08-26,USA,PayPal,4.0,0,55.12
6928,4380,417,Clothing,120.72,2,2022-02-25,UK,UPI,5.0,0,241.44
6929,1916,447,Home,63.84,2,2023-06-10,UK,UPI,3.0,0,127.68
6930,3861,543,Sports,24.4,2,2021-09-29,Germany,PayPal,3.0,0,48.8
6931,3241,280,Beauty,130.11,1,2022-01-06,Germany,Credit Card,3.0,0,130.11
6932,1042,484,Beauty,34.7,2,2024-09-26,UK,Credit Card,4.0,0,69.4
6933,3909,561,Home,37.36,4,2024-08-23,UK,Debit Card,4.0,0,149.44
6934,2455,296,Beauty,85.02,4,2023-12-21,UK,PayPal,5.0,0,340.08
6935,3479,409,Home,267.26,3,2021-11-15,India,UPI,4.0,0,801.78
6936,1726,779,Electronics,25.31,1,2022-11-06,Canada,PayPal,4.0,0,25.31
6937,4796,724,Clothing,30.1,5,2023-03-02,Australia,COD,4.0,0,150.5
6938,4897,709,Sports,105.27,5,2024-08-15,Germany,Debit Card,4.0,0,526.35
6939,2228,459,Home,20.09,2,2024-02-09,India,PayPal,3.0,0,40.18
6940,1691,406,Sports,95.69,1,2021-12-08,Canada,Credit Card,5.0,1,95.69
6941,4074,689,Home,112.45,2,2021-08-17,UK,Credit Card,4.0,0,224.9
6942,3747,498,Beauty,57.91,1,2023-03-12,India,Credit Card,2.0,1,57.91
6943,4636,739,Books,54.99,2,2021-09-23,Canada,UPI,4.0,0,109.98
6944,2608,731,Sports,91.61,5,2024-09-27,Australia,COD,3.0,1,458.05
6945,2828,654,Sports,13.79,2,2022-08-13,India,Debit Card,4.0,0,27.58
6946,2085,544,Clothing,59.0,3,2023-05-11,Canada,PayPal,5.0,0,177.0
6947,4942,451,Books,127.07,5,2022-03-01,USA,PayPal,,0,635.35
6948,1666,364,Home,49.96,2,2021-10-15,India,COD,4.0,0,99.92
6949,2504,590,Beauty,163.69,5,2024-07-20,Canada,Credit Card,1.0,0,818.45
6950,1512,668,Electronics,35.85,4,2023-09-27,India,Debit Card,3.0,1,143.4
6951,3431,721,Home,15.43,2,2024-02-16,Australia,Debit Card,5.0,0,30.86
6952,3692,512,Electronics,18.02,1,2021-05-14,USA,PayPal,1.0,0,18.02
6953,4380,331,Home,51.07,2,2022-02-04,Australia,Debit Card,5.0,0,102.14
6954,4630,250,Electronics,19.66,3,2021-11-14,Canada,PayPal,4.0,0,58.98
6955,3823,331,Clothing,92.24,4,2023-04-30,UK,PayPal,1.0,0,368.96
6956,4643,233,Clothing,41.94,5,2023-07-14,UK,COD,3.0,0,209.7
6957,4483,787,Books,153.71,1,2022-07-21,UK,Credit Card,4.0,0,153.71
6958,4857,588,Sports,40.95,3,2024-10-07,Australia,UPI,2.0,0,122.85
6959,2035,469,Sports,27.25,1,2023-03-12,UK,Credit Card,4.0,0,27.25
6960,2962,543,Beauty,8.28,3,2021-04-08,India,COD,1.0,0,24.84
6961,3781,254,Beauty,51.92,5,2024-01-27,UK,Credit Card,,0,259.6
6962,1541,287,Home,22.16,1,2022-11-04,Australia,Credit Card,4.0,0,22.16
6963,3385,465,Electronics,28.23,5,2021-10-01,Australia,COD,,0,141.15
6964,4615,500,Electronics,29.26,4,2021-07-31,UK,Debit Card,5.0,0,117.04
6965,2529,536,Beauty,90.63,1,2024-10-18,USA,Credit Card,,0,90.63
6966,3229,703,Books,54.49,2,2024-10-17,Australia,UPI,4.0,0,108.98
6967,4084,405,Sports,27.86,4,2021-08-15,Germany,Debit Card,3.0,0,111.44
6968,1714,468,Sports,40.2,4,2023-03-14,Germany,UPI,3.0,0,160.8
6969,1439,217,Beauty,36.58,2,2023-10-21,Canada,PayPal,2.0,0,73.16
6970,4265,397,Electronics,138.53,5,2024-04-25,Germany,UPI,3.0,0,692.65
6971,3170,754,Electronics,85.83,1,2021-10-02,UK,COD,4.0,1,85.83
6972,3621,372,Electronics,77.79,4,2022-08-29,Germany,COD,5.0,0,311.16
6973,3791,311,Beauty,83.28,5,2022-12-09,Canada,PayPal,3.0,0,416.4
6974,3178,347,Sports,54.13,4,2022-03-19,India,Credit Card,,0,216.52
6975,2679,260,Sports,106.91,4,2021-06-30,UK,UPI,2.0,0,427.64
6976,2718,788,Home,25.22,2,2023-03-10,India,UPI,,0,50.44
6977,3542,497,Clothing,34.34,3,2023-09-13,USA,COD,4.0,1,103.02
6978,4956,664,Clothing,84.69,5,2023-09-10,Canada,UPI,5.0,0,423.45
6979,2779,491,Sports,224.47,3,2024-10-19,Germany,PayPal,1.0,0,673.41
6980,4430,322,Sports,379.47,2,2022-09-07,India,PayPal,3.0,1,758.94
6981,3075,465,Books,23.48,1,2022-07-13,Australia,COD,5.0,0,23.48
6982,4781,214,Home,65.19,5,2024-03-10,Australia,Debit Card,3.0,0,325.95
6983,4020,791,Sports,51.0,3,2022-12-09,UK,UPI,3.0,0,153.0
6984,1752,728,Books,64.74,5,2021-06-19,Canada,Credit Card,4.0,1,323.7
6985,3229,254,Books,67.5,1,2022-11-19,Australia,Debit Card,5.0,0,67.5
6986,2186,419,Clothing,114.55,1,2023-02-25,USA,UPI,1.0,0,114.55
6987,1798,218,Home,135.65,3,2023-03-18,Australia,PayPal,3.0,0,406.95
6988,4507,558,Books,56.65,1,2023-02-21,USA,PayPal,2.0,0,56.65
6989,3676,654,Home,46.89,3,2023-03-05,UK,PayPal,1.0,0,140.67
6990,4356,733,Home,80.29,2,2023-05-24,USA,UPI,4.0,0,160.58
6991,4923,342,Sports,106.77,1,2024-04-24,India,Debit Card,,0,106.77
6992,1897,559,Clothing,61.93,4,2022-10-13,Canada,UPI,4.0,1,247.72
6993,4065,565,Beauty,84.95,1,2021-12-09,UK,Debit Card,5.0,0,84.95
6994,3414,443,Electronics,164.87,4,2024-05-01,India,Credit Card,3.0,0,659.48
6995,3200,383,Clothing,57.44,4,2021-05-29,USA,Credit Card,3.0,0,229.76
6996,2950,731,Clothing,169.95,1,2023-10-02,UK,Debit Card,1.0,0,169.95
6997,4928,733,Sports,39.14,1,2024-08-17,Australia,COD,5.0,0,39.14
6998,3161,744,Sports,68.73,2,2024-02-01,Germany,Credit Card,3.0,0,137.46
6999,3074,483,Beauty,43.81,1,2022-05-25,UK,COD,4.0,0,43.81
7000,1622,247,Electronics,86.44,2,2023-04-24,USA,Credit Card,2.0,0,172.88
7001,4051,568,Beauty,121.52,2,2021-12-16,Australia,UPI,3.0,0,243.04
7002,1821,388,Beauty,27.76,4,2024-09-04,UK,Credit Card,2.0,0,111.04
7003,2008,461,Electronics,98.58,5,2022-12-19,USA,COD,4.0,0,492.9
7004,1337,735,Home,14.0,2,2023-03-01,Canada,Debit Card,4.0,0,28.0
7005,2746,704,Beauty,76.82,5,2024-01-07,UK,UPI,4.0,0,384.1
7006,1766,746,Books,155.83,5,2022-12-13,UK,PayPal,4.0,0,779.15
7007,2600,296,Sports,9.53,1,2021-06-17,USA,Debit Card,4.0,0,9.53
7008,2926,477,Electronics,262.52,1,2021-07-12,USA,Credit Card,4.0,1,262.52
7009,3052,253,Home,124.85,3,2024-05-11,Australia,Debit Card,5.0,0,374.55
7010,3033,461,Clothing,140.27,1,2023-03-11,Australia,UPI,1.0,0,140.27
7011,4800,334,Home,55.7,5,2022-12-21,UK,Credit Card,2.0,1,278.5
7012,3615,382,Electronics,78.03,1,2023-09-05,Germany,PayPal,2.0,0,78.03
7013,4779,723,Beauty,46.29,2,2021-10-03,Australia,Debit Card,4.0,0,92.58
7014,2085,475,Books,62.21,1,2022-11-18,UK,Debit Card,3.0,0,62.21
7015,2335,497,Sports,54.6,3,2024-06-09,India,UPI,3.0,0,163.8
7016,3108,280,Beauty,134.93,1,2022-04-14,UK,Debit Card,3.0,0,134.93
7017,1031,431,Sports,50.61,2,2021-07-01,India,UPI,4.0,0,101.22
7018,2717,770,Beauty,42.73,5,2024-09-15,India,Credit Card,4.0,0,213.65
7019,4830,743,Beauty,120.56,2,2021-01-15,UK,Debit Card,4.0,0,241.12
7020,4049,231,Sports,79.17,4,2022-02-09,Canada,PayPal,3.0,0,316.68
7021,2935,525,Sports,27.68,1,2024-08-11,USA,Credit Card,4.0,0,27.68
7022,4526,270,Clothing,136.52,4,2023-12-26,USA,Debit Card,5.0,0,546.08
7023,3362,468,Electronics,30.13,3,2023-03-05,Australia,PayPal,3.0,0,90.39
7024,4014,336,Sports,120.31,4,2023-07-12,Germany,Credit Card,3.0,0,481.24
7025,2028,295,Home,176.06,2,2024-10-22,India,COD,5.0,0,352.12
7026,1198,482,Clothing,65.58,5,2021-09-26,Australia,Credit Card,1.0,0,327.9
7027,1437,366,Clothing,49.55,4,2022-09-18,Australia,Debit Card,4.0,0,198.2
7028,2840,491,Electronics,204.26,5,2022-11-04,India,UPI,4.0,0,1021.3
7029,3949,612,Books,140.92,2,2022-01-20,USA,PayPal,4.0,0,281.84
7030,2310,260,Electronics,60.54,3,2023-04-19,Germany,Debit Card,3.0,0,181.62
7031,2052,588,Electronics,47.6,2,2021-07-15,USA,COD,2.0,0,95.2
7032,1758,733,Beauty,49.61,3,2021-03-10,India,PayPal,4.0,0,148.83
7033,3542,520,Electronics,74.96,3,2021-01-07,Australia,PayPal,2.0,0,224.88
7034,4987,675,Clothing,45.04,5,2023-09-25,UK,UPI,3.0,0,225.2
7035,2639,242,Sports,103.35,5,2021-12-03,India,Debit Card,1.0,0,516.75
7036,3564,620,Sports,136.57,4,2023-10-15,India,Credit Card,3.0,0,546.28
7037,1723,378,Beauty,169.39,3,2023-11-26,Germany,Credit Card,3.0,0,508.17
7038,2988,787,Clothing,11.2,5,2022-05-01,Canada,PayPal,4.0,0,56.0
7039,2585,667,Electronics,37.57,3,2021-08-10,India,Debit Card,3.0,0,112.71
7040,3389,358,Home,111.41,2,2024-08-13,USA,UPI,5.0,0,222.82
7041,4677,388,Clothing,70.67,1,2021-03-30,Germany,Debit Card,4.0,0,70.67
7042,3557,461,Beauty,88.01,2,2022-09-14,India,Credit Card,3.0,0,176.02
7043,3181,248,Beauty,162.07,1,2023-05-15,Canada,UPI,2.0,0,162.07
7044,3973,240,Books,14.26,5,2022-01-17,Canada,PayPal,4.0,0,71.3
7045,2377,599,Sports,12.62,4,2024-01-26,USA,PayPal,5.0,1,50.48
7046,4110,499,Clothing,102.84,3,2022-07-04,India,COD,4.0,0,308.52
7047,2178,451,Sports,34.01,4,2021-04-25,Australia,PayPal,4.0,0,136.04
7048,2340,666,Home,184.72,1,2021-09-22,Australia,Credit Card,3.0,1,184.72
7049,1437,520,Beauty,119.03,3,2023-03-23,Canada,COD,1.0,1,357.09
7050,4571,723,Electronics,39.64,3,2023-01-15,India,COD,2.0,0,118.92
7051,4196,754,Home,117.34,5,2024-04-18,Australia,PayPal,,0,586.7
7052,4140,303,Beauty,198.48,2,2021-01-20,India,COD,2.0,0,396.96
7053,3019,738,Electronics,29.2,3,2024-04-01,UK,Debit Card,5.0,1,87.6
7054,3726,537,Home,2.15,3,2021-12-23,India,Credit Card,5.0,0,6.45
7055,1526,207,Home,110.54,1,2022-12-06,Canada,Credit Card,3.0,0,110.54
7056,2604,262,Books,53.35,1,2024-10-22,Australia,COD,4.0,1,53.35
7057,2033,759,Electronics,45.3,1,2024-02-06,USA,COD,5.0,0,45.3
7058,3335,245,Clothing,25.75,5,2024-07-25,India,Debit Card,4.0,0,128.75
7059,2770,283,Books,20.18,1,2021-11-14,Canada,Credit Card,4.0,0,20.18
7060,2356,331,Electronics,171.92,2,2022-06-19,India,COD,,0,343.84
7061,3554,749,Clothing,220.75,5,2021-05-20,Australia,PayPal,3.0,0,1103.75
7062,2142,623,Sports,130.93,2,2022-05-21,USA,PayPal,3.0,0,261.86
7063,4093,631,Clothing,44.09,1,2021-01-08,India,COD,3.0,0,44.09
7064,4281,647,Books,38.6,3,2021-12-14,Germany,UPI,5.0,0,115.8
7065,3850,283,Sports,59.79,2,2023-06-06,Canada,COD,3.0,0,119.58
7066,1824,263,Books,30.47,5,2024-08-08,Canada,PayPal,5.0,0,152.35
7067,2297,306,Beauty,26.01,5,2021-05-07,UK,UPI,2.0,0,130.05
7068,3848,483,Home,110.75,2,2023-06-09,Canada,Credit Card,5.0,0,221.5
7069,4476,392,Electronics,122.67,4,2021-11-12,Germany,Credit Card,3.0,0,490.68
7070,2266,210,Beauty,75.94,1,2024-08-30,Australia,UPI,5.0,0,75.94
7071,1595,498,Sports,53.43,5,2021-09-22,Germany,Credit Card,5.0,0,267.15
7072,4762,611,Books,30.63,1,2021-08-05,India,Debit Card,1.0,0,30.63
7073,2879,776,Books,56.88,3,2021-08-03,Australia,PayPal,5.0,1,170.64
7074,1597,572,Home,45.07,4,2022-11-11,Australia,Credit Card,3.0,0,180.28
7075,1811,323,Electronics,175.63,2,2024-02-04,Canada,UPI,5.0,0,351.26
7076,4664,572,Sports,38.72,3,2024-05-08,Australia,PayPal,4.0,0,116.16
7077,4055,421,Clothing,34.62,5,2021-05-20,Australia,UPI,4.0,0,173.1
7078,1976,430,Beauty,142.96,5,2022-01-31,Germany,Credit Card,3.0,0,714.8
7079,4499,401,Home,41.88,5,2021-07-26,India,COD,3.0,0,209.4
7080,4360,494,Beauty,66.69,3,2024-01-20,Germany,PayPal,2.0,1,200.07
7081,2099,207,Books,76.08,1,2022-11-08,UK,Credit Card,4.0,0,76.08
7082,2319,692,Sports,94.43,3,2024-10-23,USA,Credit Card,5.0,0,283.29
7083,3773,748,Home,70.91,1,2021-08-28,Australia,Credit Card,5.0,0,70.91
7084,3133,626,Clothing,179.82,5,2024-04-15,Australia,COD,2.0,0,899.1
7085,1784,752,Electronics,96.27,3,2023-11-17,Canada,UPI,5.0,0,288.81
7086,2339,635,Electronics,197.69,2,2021-06-08,UK,Credit Card,5.0,0,395.38
7087,3980,502,Sports,63.1,3,2022-10-26,Germany,Debit Card,4.0,0,189.3
7088,3534,627,Sports,144.59,3,2021-03-26,India,Debit Card,4.0,0,433.77
7089,1719,543,Clothing,105.12,1,2022-01-14,Canada,Credit Card,4.0,0,105.12
7090,4812,683,Home,46.59,1,2023-02-27,UK,Debit Card,5.0,0,46.59
7091,1654,246,Electronics,69.25,1,2024-05-27,Canada,Debit Card,1.0,0,69.25
7092,2576,724,Sports,142.53,1,2022-10-01,India,PayPal,4.0,0,142.53
7093,4312,495,Home,20.95,2,2021-01-01,USA,Credit Card,3.0,0,41.9
7094,1981,512,Clothing,32.98,3,2021-10-04,Australia,UPI,1.0,0,98.94
7095,1879,764,Clothing,74.39,1,2023-05-21,Canada,Debit Card,5.0,0,74.39
7096,4380,229,Electronics,75.42,4,2021-12-05,Germany,PayPal,2.0,0,301.68
7097,3604,487,Beauty,14.54,5,2022-09-26,India,Credit Card,5.0,0,72.7
7098,1156,277,Clothing,42.34,4,2022-01-20,India,PayPal,3.0,0,169.36
7099,1207,242,Electronics,104.3,2,2023-08-29,UK,PayPal,2.0,0,208.6
7100,1448,214,Beauty,13.32,3,2022-06-08,Australia,Credit Card,4.0,0,39.96
7101,3221,295,Electronics,22.75,4,2023-05-14,Canada,PayPal,4.0,0,91.0
7102,3542,424,Clothing,87.99,4,2022-03-18,Germany,UPI,3.0,0,351.96
7103,1418,743,Home,25.48,3,2023-04-13,Canada,UPI,5.0,0,76.44
7104,4815,617,Beauty,50.91,1,2022-04-19,Germany,PayPal,3.0,0,50.91
7105,4401,596,Sports,13.59,4,2021-08-22,Germany,PayPal,4.0,0,54.36
7106,2531,302,Home,158.64,3,2023-01-25,Germany,Credit Card,4.0,0,475.92
7107,3019,793,Clothing,23.68,5,2022-06-16,Australia,COD,4.0,1,118.4
7108,1579,702,Books,33.07,1,2024-05-23,India,PayPal,2.0,0,33.07
7109,3872,208,Books,173.58,2,2022-08-07,India,UPI,4.0,0,347.16
7110,3482,207,Clothing,86.75,1,2024-02-06,India,UPI,4.0,0,86.75
7111,4899,401,Beauty,123.72,4,2022-08-09,USA,Debit Card,3.0,0,494.88
7112,4198,744,Home,72.75,4,2024-04-11,Germany,Debit Card,3.0,0,291.0
7113,2284,550,Sports,66.89,1,2024-03-14,India,PayPal,4.0,0,66.89
7114,3082,677,Home,94.94,5,2023-10-06,Australia,PayPal,4.0,0,474.7
7115,1627,268,Sports,51.64,2,2023-02-13,USA,COD,3.0,0,103.28
7116,4680,682,Electronics,79.27,3,2023-03-30,India,Credit Card,4.0,0,237.81
7117,4075,294,Home,183.87,4,2021-05-09,UK,PayPal,1.0,0,735.48
7118,3098,444,Sports,101.61,4,2021-03-16,USA,PayPal,4.0,1,406.44
7119,4811,609,Sports,71.47,4,2021-09-26,Canada,COD,3.0,0,285.88
7120,3528,688,Clothing,39.3,3,2022-04-11,UK,UPI,1.0,0,117.9
7121,3489,512,Clothing,80.85,4,2022-05-24,Germany,PayPal,4.0,0,323.4
7122,2058,574,Home,144.74,1,2023-12-26,India,UPI,4.0,1,144.74
7123,2727,256,Sports,52.14,4,2021-01-25,Australia,UPI,5.0,0,208.56
7124,1679,354,Books,25.73,1,2022-01-22,Germany,UPI,3.0,0,25.73
7125,2152,658,Beauty,16.57,3,2022-02-06,UK,PayPal,4.0,1,49.71
7126,2542,797,Sports,40.89,5,2023-11-11,USA,COD,4.0,0,204.45
7127,2895,698,Clothing,20.87,4,2022-02-13,USA,COD,3.0,0,83.48
7128,3992,395,Sports,95.84,2,2021-09-01,Australia,PayPal,5.0,0,191.68
7129,3427,522,Sports,131.81,1,2021-11-17,UK,COD,3.0,0,131.81
7130,2266,609,Beauty,33.33,1,2023-03-25,India,Credit Card,2.0,0,33.33
7131,2056,262,Beauty,37.27,2,2024-10-31,USA,PayPal,5.0,0,74.54
7132,2618,575,Electronics,46.37,2,2023-03-06,Australia,UPI,1.0,0,92.74
7133,2547,508,Home,164.9,5,2023-12-16,Canada,Debit Card,3.0,0,824.5
7134,4533,448,Clothing,119.5,1,2023-10-23,USA,COD,3.0,0,119.5
7135,3501,789,Sports,127.46,4,2022-11-20,Germany,PayPal,,0,509.84
7136,1205,376,Electronics,80.21,5,2024-05-18,Canada,UPI,5.0,0,401.05
7137,3526,582,Clothing,4.25,5,2021-01-04,India,Credit Card,4.0,0,21.25
7138,2394,393,Sports,75.29,3,2023-02-19,India,Credit Card,3.0,0,225.87
7139,2632,353,Sports,46.96,1,2022-09-30,Australia,UPI,5.0,0,46.96
7140,3509,704,Books,243.88,1,2023-01-27,UK,Credit Card,4.0,0,243.88
7141,1848,577,Sports,42.55,1,2022-04-02,Australia,Credit Card,2.0,0,42.55
7142,3129,782,Clothing,22.63,5,2022-09-03,Canada,PayPal,4.0,0,113.15
7143,3776,278,Beauty,79.46,1,2021-03-29,USA,UPI,3.0,1,79.46
7144,1277,552,Electronics,104.27,3,2024-10-08,Germany,PayPal,4.0,0,312.81
7145,4199,770,Electronics,14.56,4,2022-02-28,Germany,PayPal,5.0,0,58.24
7146,1003,736,Clothing,72.85,5,2024-10-21,India,Credit Card,4.0,0,364.25
7147,4520,598,Sports,75.86,4,2024-05-31,Germany,Credit Card,3.0,0,303.44
7148,2314,460,Books,89.23,4,2022-12-27,India,Credit Card,1.0,1,356.92
7149,2721,488,Sports,48.88,1,2024-06-01,UK,PayPal,4.0,0,48.88
7150,4113,471,Sports,48.52,5,2022-01-19,India,PayPal,3.0,0,242.6
7151,1631,391,Clothing,135.52,3,2023-01-11,Germany,Credit Card,3.0,0,406.56
7152,4444,577,Clothing,41.26,1,2023-02-19,UK,UPI,5.0,0,41.26
7153,4836,428,Sports,46.32,4,2023-01-08,India,PayPal,4.0,0,185.28
7154,1035,507,Sports,23.48,5,2022-12-15,UK,Credit Card,3.0,1,117.4
7155,2286,730,Sports,220.58,1,2021-05-13,UK,PayPal,4.0,0,220.58
7156,3079,325,Home,152.57,5,2023-03-12,UK,Debit Card,3.0,0,762.85
7157,4842,411,Electronics,155.71,2,2023-09-24,Germany,UPI,3.0,0,311.42
7158,2112,460,Books,25.22,2,2024-08-09,UK,UPI,1.0,1,50.44
7159,4857,618,Sports,98.39,5,2023-08-17,Germany,COD,4.0,0,491.95
7160,1346,303,Clothing,203.87,4,2022-04-06,Australia,Credit Card,1.0,0,815.48
7161,2726,576,Beauty,30.0,1,2023-10-13,Canada,COD,3.0,0,30.0
7162,2029,598,Sports,69.49,5,2021-09-03,Germany,PayPal,4.0,0,347.45
7163,3758,387,Sports,123.63,1,2021-03-14,India,COD,5.0,0,123.63
7164,1193,332,Books,121.9,3,2023-09-30,UK,PayPal,4.0,0,365.7
7165,2629,373,Clothing,39.52,4,2021-12-05,Canada,COD,4.0,0,158.08
7166,2865,423,Electronics,35.06,4,2024-08-26,Australia,COD,1.0,0,140.24
7167,3029,636,Clothing,92.04,5,2023-01-12,Canada,Debit Card,5.0,0,460.2
7168,2327,737,Books,37.07,3,2021-02-17,Australia,Debit Card,3.0,0,111.21
7169,3988,330,Clothing,107.79,2,2023-12-19,Australia,UPI,3.0,0,215.58
7170,4677,359,Clothing,75.57,4,2022-02-03,Germany,Credit Card,4.0,1,302.28
7171,3195,323,Home,84.05,3,2022-05-24,Australia,Debit Card,4.0,0,252.15
7172,4428,730,Clothing,197.73,2,2024-09-09,India,Debit Card,3.0,0,395.46
7173,3771,618,Electronics,74.81,1,2021-04-30,UK,PayPal,3.0,0,74.81
7174,2006,453,Sports,81.5,4,2023-08-01,USA,Credit Card,3.0,0,326.0
7175,1240,448,Sports,27.55,5,2021-08-25,Germany,COD,3.0,0,137.75
7176,2295,508,Beauty,8.04,1,2021-10-13,Canada,UPI,3.0,0,8.04
7177,4569,670,Electronics,109.52,4,2023-11-08,Australia,UPI,2.0,0,438.08
7178,4052,468,Clothing,163.58,5,2024-10-04,UK,Credit Card,5.0,0,817.9
7179,2148,334,Clothing,80.37,1,2024-06-01,UK,COD,2.0,0,80.37
7180,4619,267,Beauty,123.63,4,2024-03-13,Australia,Debit Card,4.0,0,494.52
7181,2847,708,Sports,52.96,4,2022-12-19,UK,COD,3.0,0,211.84
7182,2253,607,Electronics,105.6,5,2022-09-13,Germany,Debit Card,3.0,0,528.0
7183,3119,289,Beauty,131.92,4,2023-08-09,India,Debit Card,3.0,0,527.68
7184,3320,553,Electronics,68.75,4,2022-10-24,Canada,PayPal,2.0,1,275.0
7185,1245,416,Beauty,171.08,2,2022-02-19,USA,PayPal,2.0,0,342.16
7186,3581,318,Electronics,47.64,1,2022-02-16,UK,Credit Card,4.0,0,47.64
7187,4134,554,Clothing,32.52,5,2021-11-05,Canada,Credit Card,5.0,0,162.6
7188,2244,328,Sports,65.18,1,2023-08-03,Canada,PayPal,2.0,0,65.18
7189,4041,377,Beauty,71.22,2,2022-01-10,Germany,Credit Card,1.0,0,142.44
7190,4226,616,Home,89.92,1,2022-08-21,Australia,Debit Card,1.0,0,89.92
7191,2063,472,Home,75.46,3,2023-12-04,India,Debit Card,5.0,0,226.38
7192,4149,272,Clothing,118.73,2,2023-11-07,UK,PayPal,5.0,0,237.46
7193,2895,244,Electronics,78.43,5,2021-07-17,USA,Debit Card,4.0,0,392.15
7194,4655,776,Electronics,123.74,4,2023-12-22,UK,COD,3.0,0,494.96
7195,2246,747,Sports,154.37,3,2024-08-20,Canada,Credit Card,5.0,0,463.11
7196,4558,794,Beauty,125.08,3,2022-11-20,UK,COD,2.0,0,375.24
7197,1111,599,Books,19.29,5,2023-07-26,India,COD,4.0,0,96.45
7198,3319,474,Beauty,40.46,5,2024-06-16,UK,Credit Card,3.0,0,202.3
7199,1417,496,Clothing,110.9,2,2024-04-23,UK,COD,5.0,0,221.8
7200,4811,564,Books,95.88,5,2024-04-20,Germany,COD,4.0,0,479.4
7201,1037,465,Clothing,37.43,3,2024-03-15,India,Debit Card,1.0,0,112.29
7202,2373,684,Home,197.34,1,2022-10-19,Australia,PayPal,,0,197.34
7203,2152,214,Electronics,89.81,3,2022-09-24,Australia,PayPal,5.0,1,269.43
7204,1834,606,Beauty,348.11,3,2023-08-04,Canada,UPI,5.0,1,1044.33
7205,4512,717,Beauty,138.25,1,2021-07-30,UK,UPI,1.0,0,138.25
7206,2586,432,Books,43.71,2,2021-12-17,Canada,COD,,1,87.42
7207,3435,434,Electronics,23.37,2,2024-03-14,Canada,Debit Card,5.0,0,46.74
7208,1120,708,Clothing,21.69,5,2023-03-19,Canada,UPI,4.0,0,108.45
7209,4495,568,Clothing,20.44,4,2023-06-23,USA,UPI,5.0,0,81.76
7210,2400,622,Books,76.98,2,2023-02-10,Germany,COD,,1,153.96
7211,3840,679,Books,94.33,3,2021-08-26,Canada,Credit Card,4.0,0,282.99
7212,2247,556,Home,147.37,3,2022-12-24,Canada,COD,5.0,0,442.11
7213,4699,390,Home,146.09,4,2024-09-15,India,COD,3.0,0,584.36
7214,3153,722,Books,29.62,5,2022-06-26,India,Credit Card,5.0,0,148.1
7215,1913,569,Beauty,56.61,3,2021-07-27,Australia,Debit Card,5.0,0,169.83
7216,4285,379,Sports,165.86,3,2023-05-05,Canada,COD,2.0,0,497.58
7217,2962,601,Home,109.73,1,2022-09-25,Germany,COD,3.0,0,109.73
7218,1595,228,Home,67.32,2,2024-01-08,India,Credit Card,1.0,1,134.64
7219,3612,463,Home,72.07,5,2022-03-13,India,COD,3.0,0,360.35
